line,part,cost,coreprice,qtyonhand,packs,sku
,X88BU5362,7.85,,18,,HDHN_X88BU5362
,X88BU5275,13.98,,18,,HDHN_X88BU5275
,X13CJ1449,40.82,,11,,HDHN_X13CJ1449
,X50TR4062,8.37,,4,,HDHN_X50TR4062
,X88BU5331,8.63,,22,,HDHN_X88BU5331
,X09TE6633,9.13,,4,,HDHN_X09TE6633
,X50CJ4130,63.54,,11,,HDHN_X50CJ4130
,X32TE2667,9.4,,14,,HDHN_X32TE2667
,X34BJ2815,9.26,,12,,HDHN_X34BJ2815
,X13LA0007,20.27,,23,,HDHN_X13LA0007
,X18BU0033,1.82,,3,,HDHN_X18BU0033
,X17BJ6862,16.94,,14,,HDHN_X17BJ6862
,X17CA0648,55.83,,21,,HDHN_X17CA0648
,X18SL0046,9.26,,17,,HDHN_X18SL0046
,X18CJ1754,42.2,,9,,HDHN_X18CJ1754
,X17TE6571,10.08,,9,,HDHN_X17TE6571
,X17TE7556,5.87,,18,,HDHN_X17TE7556
,X18SL1784,7.86,,22,,HDHN_X18SL1784
,X07BJ1175,15.26,,29,,HDHN_X07BJ1175
,X05TR0994,8.4,,23,,HDHN_X05TR0994
,X18TE1873,11.35,,14,,HDHN_X18TE1873
,X05TR1106,11.37,,23,,HDHN_X05TR1106
,X17TE1629,8.32,,16,,HDHN_X17TE1629
,X15TR0015,9.4,,28,,HDHN_X15TR0015
,X17BJ7780,12.04,,12,,HDHN_X17BJ7780
,X17CJ1635,69.05,,11,,HDHN_X17CJ1635
,X18SL6999,9.57,,8,,HDHN_X18SL6999
,X17LA0606,19.37,,11,,HDHN_X17LA0606
,X17SL0637,7.01,,12,,HDHN_X17SL0637
,X17SL0623,6.24,,6,,HDHN_X17SL0623
,X17CJ1602,27.42,,20,,HDHN_X17CJ1602
,X31SL2401,9.35,,136,,HDHN_X31SL2401
,X31SL2426,25.31,,17,,HDHN_X31SL2426
,X14TR0170,9.51,,2,,HDHN_X14TR0170
,X13TE1457,16.52,,15,,HDHN_X13TE1457
,X31SL2467,25.14,,2,,HDHN_X31SL2467
,X23SL2061,10.7,,6,,HDHN_X23SL2061
,X13TE6645,11.33,,9,,HDHN_X13TE6645
,X22SL7004,14,,21,,HDHN_X22SL7004
,X15TE7549,10.89,,15,,HDHN_X15TE7549
,X15TE0265,10.87,,26,,HDHN_X15TE0265
,X31TE2204,8.76,,16,,HDHN_X31TE2204
,X22SL1942,10.44,,3,,HDHN_X22SL1942
,X21SL6929,13.69,,18,,HDHN_X21SL6929
,X31SL2440,26.24,,15,,HDHN_X31SL2440
,X22SL6312,14.91,,14,,HDHN_X22SL6312
,X23PA7753,30.81,,10,,HDHN_X23PA7753
,X13TE1472,13.41,,4,,HDHN_X13TE1472
,X13TE7531,12.03,,22,,HDHN_X13TE7531
,X15BJ0508,9.26,,17,,HDHN_X15BJ0508
,X31TE2212,9.4,,13,,HDHN_X31TE2212
,X23SL6652,10.66,,24,,HDHN_X23SL6652
,X15TE0333,10.71,,2,,HDHN_X15TE0333
,X14BJ0169,8.19,,7,,HDHN_X14BJ0169
,X14CJ1547,37.54,,9,,HDHN_X14CJ1547
,X23BJ7407,19.01,,1,,HDHN_X23BJ7407
,X33SL7763,9.18,,23,,HDHN_X33SL7763
,X33TR2728,8.09,,17,,HDHN_X33TR2728
,X15TE0387,7.18,,5,,HDHN_X15TE0387
,X31LA2504,43.53,,22,,HDHN_X31LA2504
,X15TE7159,10.07,,14,,HDHN_X15TE7159
,X15TE6829,14.43,,8,,HDHN_X15TE6829
,X31LA2460,19.78,,13,,HDHN_X31LA2460
,X15TE7403,12.46,,3,,HDHN_X15TE7403
,X31LA2538,30.45,,12,,HDHN_X31LA2538
,X31SL2245,9.92,,23,,HDHN_X31SL2245
,X31SL2314,8.77,,46,,HDHN_X31SL2314
,X31SL2309,8.76,,146,,HDHN_X31SL2309
,X31SL2216,14.03,,24,,HDHN_X31SL2216
,X15TE9992,11.76,,13,,HDHN_X15TE9992
,X31LA2533,38.02,,25,,HDHN_X31LA2533
,X17BJ1631,12.74,,23,,HDHN_X17BJ1631
,X32TR2657,9.17,,21,,HDHN_X32TR2657
,X32CJ2643,99.12,,11,,HDHN_X32CJ2643
,X32SL6324,10.01,,20,,HDHN_X32SL6324
,X32SL2641,9.79,,12,,HDHN_X32SL2641
,X17BJ0009,11.51,,24,,HDHN_X17BJ0009
,X05TA0970,21.38,,17,,HDHN_X05TA0970
,X05SL0924,6.61,,23,,HDHN_X05SL0924
,X05SL0987,8.2,,17,,HDHN_X05SL0987
,X05SL0865,12.12,,80,,HDHN_X05SL0865
,X32CJ2608,61.41,,7,,HDHN_X32CJ2608
,X33CJ7038,115.28,,11,,HDHN_X33CJ7038
,X05SL1076,13.12,,31,,HDHN_X05SL1076
,X32TE2604,7.79,,17,,HDHN_X32TE2604
,X32SL2665,9.56,,20,,HDHN_X32SL2665
,X17CJ0613,28.6,,12,,HDHN_X17CJ0613
,X17CJ0620,27.71,,8,,HDHN_X17CJ0620
,X31TR2437,8.49,,24,,HDHN_X31TR2437
,X17CJ1634,89.76,,9,,HDHN_X17CJ1634
,X32CJ2572,44.85,,2,,HDHN_X32CJ2572
,X17CJ1593,23.48,,8,,HDHN_X17CJ1593
,X31TR2551,12.29,,20,,HDHN_X31TR2551
,X17CJ6612,67.4,,1,,HDHN_X17CJ6612
,X05SL1061,6.21,,25,,HDHN_X05SL1061
,X17CJ7126,64.15,,2,,HDHN_X17CJ7126
,X05TE0996,11.71,,44,,HDHN_X05TE0996
,X05SL0889,15.03,,2,,HDHN_X05SL0889
,X05SL0942,6.15,,42,,HDHN_X05SL0942
,X32CJ2680,101,,14,,HDHN_X32CJ2680
,X17CJ1647,67.5,,13,,HDHN_X17CJ1647
,X32CJ2669,153.73,,12,,HDHN_X32CJ2669
,X15TE0275,10.32,,8,,HDHN_X15TE0275
,X05SL0974,10.08,,29,,HDHN_X05SL0974
,X15TE7321,9.86,,27,,HDHN_X15TE7321
,X05SL0992,8.51,,13,,HDHN_X05SL0992
,X05SL1101,11.97,,28,,HDHN_X05SL1101
,X15TR7747,7.99,,13,,HDHN_X15TR7747
,X15TE0054,13.21,,1,,HDHN_X15TE0054
,X15TR0456,9.68,,20,,HDHN_X15TR0456
,X15TE0450,13.63,,3,,HDHN_X15TE0450
,X02SL6450,9.35,,16,,HDHN_X02SL6450
,X15LA0396,39.58,,13,,HDHN_X15LA0396
,X01TA0107,19.16,,16,,HDHN_X01TA0107
,X15CJ0486,55.42,,8,,HDHN_X15CJ0486
,X02TR0078,8.04,,6,,HDHN_X02TR0078
,X05CJ1009,44.21,,18,,HDHN_X05CJ1009
,X05BU4604,7.34,,24,,HDHN_X05BU4604
,X15ID7696,32.61,,13,,HDHN_X15ID7696
,X05CJ1052,24.02,,13,,HDHN_X05CJ1052
,X15SL7228,10.35,,6,,HDHN_X15SL7228
,X02SL0784,9.91,,5,,HDHN_X02SL0784
,X05CJ0985,57.45,,140,,HDHN_X05CJ0985
,X05CA6466,37.6,,12,,HDHN_X05CA6466
,X05CA1067,39.3,,13,,HDHN_X05CA1067
,X02SL0322,10.97,,3,,HDHN_X02SL0322
,X15BU0022,6.7,,1,,HDHN_X15BU0022
,X05CJ0890,46.97,,12,,HDHN_X05CJ0890
,X05CJ0946,33.74,,19,,HDHN_X05CJ0946
,X03BJ0843,9.6,,4,,HDHN_X03BJ0843
,X02TE6445,9.9,,11,,HDHN_X02TE6445
,X05BJ6469,11.78,,41,,HDHN_X05BJ6469
,X02LA0014,14.63,,11,,HDHN_X02LA0014
,X01TA0709,25.59,,11,,HDHN_X01TA0709
,X15CA0565,59.62,,13,,HDHN_X15CA0565
,X05BJ0882,8.4,,20,,HDHN_X05BJ0882
,X15LA0276,19.5,,15,,HDHN_X15LA0276
,X05CJ0863,31.35,,16,,HDHN_X05CJ0863
,X05BJ1059,12.66,,31,,HDHN_X05BJ1059
,X05CJ1035,48.29,,16,,HDHN_X05CJ1035
,X15SL0523,6.2,,24,,HDHN_X15SL0523
,X01TR0765,8.62,,5,,HDHN_X01TR0765
,X15SL0268,12.54,,11,,HDHN_X15SL0268
,X01SL0703,12.45,,24,,HDHN_X01SL0703
,X15TE0025,28.25,,4,,HDHN_X15TE0025
,X01TR7246,10.69,,23,,HDHN_X01TR7246
,X15SL6658,14.07,,25,,HDHN_X15SL6658
,X01SL0092,6.33,,28,,HDHN_X01SL0092
,X01SL0101,10.51,,24,,HDHN_X01SL0101
,X01SL7442,15.08,,34,,HDHN_X01SL7442
,X02CA6872,73.2,,23,,HDHN_X02CA6872
,X01TE0064,6.13,,26,,HDHN_X01TE0064
,X01BJ0690,12,,6,,HDHN_X01BJ0690
,X01SL0052,7.83,,48,,HDHN_X01SL0052
,X01LA0691,31.2,,27,,HDHN_X01LA0691
,X01TE0687,10.04,,17,,HDHN_X01TE0687
,X01LA0012,22.73,,11,,HDHN_X01LA0012
,X01CA0714,61.95,,15,,HDHN_X01CA0714
,X01LA7242,46.09,,19,,HDHN_X01LA7242
,X01CA0744,46.4,,14,,HDHN_X01CA0744
,X01LA0757,30.47,,11,,HDHN_X01LA0757
,X01LA6443,27.99,,20,,HDHN_X01LA6443
,X01CR6235,95.73,,27,,HDHN_X01CR6235
,X01BJ0059,8.94,,10,,HDHN_X01BJ0059
,X01TE7443,13.5,,11,,HDHN_X01TE7443
,X01CJ0072,17.56,,131,,HDHN_X01CJ0072
,X01BJ7209,15.61,,25,,HDHN_X01BJ7209
,X01CJ0723,22.17,,7,,HDHN_X01CJ0723
,X01LA0112,23.54,,12,,HDHN_X01LA0112
,X01CJ0077,16.16,,101,,HDHN_X01CJ0077
,X01CJ0082,33.78,,37,,HDHN_X01CJ0082
,X01CJ0699,17.56,,11,,HDHN_X01CJ0699
,X01CJ7299,23.14,,7,,HDHN_X01CJ7299
,X01CJ7238,44.61,,12,,HDHN_X01CJ7238
,X01CJ0761,123.89,,14,,HDHN_X01CJ0761
,X01CJ0740,26.01,,22,,HDHN_X01CJ0740
,X01TE0732,11.47,,13,,HDHN_X01TE0732
,X01CJ0749,20.74,,14,,HDHN_X01CJ0749
,X01CJ0728,43.85,,24,,HDHN_X01CJ0728
,X01TE0771,11.57,,11,,HDHN_X01TE0771
,X31CJ2324,112.79,,1,,HDHN_X31CJ2324
,X53TR4547,7.23,,24,,HDHN_X53TR4547
,X30SL6815,13.42,,10,,HDHN_X30SL6815
,X22CA0004,17.13,,14,,HDHN_X22CA0004
,X31SL2312,9.69,,98,,HDHN_X31SL2312
,X31CJ6723,47.87,,25,,HDHN_X31CJ6723
,X53CA4566,69.05,,12,,HDHN_X53CA4566
,X31LA2478,25.53,,32,,HDHN_X31LA2478
,X52TA4262,23.46,,16,,HDHN_X52TA4262
,X53TE4569,8.49,,12,,HDHN_X53TE4569
,X31LA2502,37.39,,62,,HDHN_X31LA2502
,X31CA2497,44.03,,19,,HDHN_X31CA2497
,X22SL1947,12.67,,2,,HDHN_X22SL1947
,X53TE4592,7.65,,11,,HDHN_X53TE4592
,X21TE1908,6.15,,18,,HDHN_X21TE1908
,X49CJ3911,64.93,,6,,HDHN_X49CJ3911
,X22SL1935,15.35,,18,,HDHN_X22SL1935
,X31SL2280,7.39,,1,,HDHN_X31SL2280
,X21TE7323,13.26,,15,,HDHN_X21TE7323
,X58SL0305,13.78,,1,,HDHN_X58SL0305
,X31SL2320,10.24,,1,,HDHN_X31SL2320
,X31LA2418,26.56,,40,,HDHN_X31LA2418
,X53TR4580,11.63,,22,,HDHN_X53TR4580
,X47TR3862,8.34,,30,,HDHN_X47TR3862
,X31LA2458,15.6,,22,,HDHN_X31LA2458
,X53BJ4574,10.58,,64,,HDHN_X53BJ4574
,X56CJ7057,90.83,,13,,HDHN_X56CJ7057
,X31LA2351,17.42,,11,,HDHN_X31LA2351
,X60BU0249,12.5,,1,,HDHN_X60BU0249
,X31LA2536,25.02,,13,,HDHN_X31LA2536
,X53CA7357,65.97,,13,,HDHN_X53CA7357
,X60TA0010,32.22,,21,,HDHN_X60TA0010
,X88BU5121,5.3,,16,,HDHN_X88BU5121
,X60SL0203,13.12,,8,,HDHN_X60SL0203
,X37SL7039,16.59,,2,,HDHN_X37SL7039
,X47TR0004,9.99,,17,,HDHN_X47TR0004
,X22SL6989,9,,18,,HDHN_X22SL6989
,X36TE2982,6.85,,12,,HDHN_X36TE2982
,X22TE9996,12.36,,5,,HDHN_X22TE9996
,X37TR0023,8.47,,1,,HDHN_X37TR0023
,X33TR2758,8.88,,3,,HDHN_X33TR2758
,X17TE7404,10.62,,26,,HDHN_X17TE7404
,X49TR3891,8.58,,21,,HDHN_X49TR3891
,X33SL7653,9.37,,21,,HDHN_X33SL7653
,X33SL2770,15.35,,13,,HDHN_X33SL2770
,X18CJ1751,47.01,,1,,HDHN_X18CJ1751
,X49CJ7683,32.78,,13,,HDHN_X49CJ7683
,X25SL2116,35.65,,23,,HDHN_X25SL2116
,X18SL1842,12.62,,9,,HDHN_X18SL1842
,X18SL7177,11.1,,13,,HDHN_X18SL7177
,X22TE7094,12.41,,13,,HDHN_X22TE7094
,X18TE1820,5.6,,25,,HDHN_X18TE1820
,X23TE1995,8.36,,12,,HDHN_X23TE1995
,X18TE6998,11.97,,3,,HDHN_X18TE6998
,X23SL1974,7.44,,2,,HDHN_X23SL1974
,X25BJ2139,13.89,,27,,HDHN_X25BJ2139
,X22AS9998,15.42,,3,,HDHN_X22AS9998
,X21SL1921,13.61,,13,,HDHN_X21SL1921
,X31TE0084,17,,24,,HDHN_X31TE0084
,X25BJ2092,10.89,,25,,HDHN_X25BJ2092
,X22CJ6917,147.39,,10,,HDHN_X22CJ6917
,X50BJ4005,11.27,,7,,HDHN_X50BJ4005
,X18TR7092,10.44,,10,,HDHN_X18TR7092
,X23SL1956,8.13,,18,,HDHN_X23SL1956
,X21CJ7001,80.18,,22,,HDHN_X21CJ7001
,X18TE1864,10.44,,10,,HDHN_X18TE1864
,X25SL2131,18.91,,11,,HDHN_X25SL2131
,X22TE1933,9.93,,7,,HDHN_X22TE1933
,X25CA2114,140.03,,11,,HDHN_X25CA2114
,X25TE2117,10.36,,22,,HDHN_X25TE2117
,X28SL2163,15.7,,21,,HDHN_X28SL2163
,X25TR2118,10.51,,26,,HDHN_X25TR2118
,X25SL2095,10.61,,30,,HDHN_X25SL2095
,X25SL2141,11.45,,21,,HDHN_X25SL2141
,X50BJ3974,9.39,,3,,HDHN_X50BJ3974
,X30SL6793,20.38,,14,,HDHN_X30SL6793
,X30SL2173,9.63,,2,,HDHN_X30SL2173
,X36TR3016,8.11,,12,,HDHN_X36TR3016
,X17TE6833,12.11,,7,,HDHN_X17TE6833
,X17TE0591,11.37,,11,,HDHN_X17TE0591
,X15TE9991,11.77,,17,,HDHN_X15TE9991
,X15TE7548,9.94,,25,,HDHN_X15TE7548
,X13TE7744,10.55,,21,,HDHN_X13TE7744
,X33BJ2759,18.89,,22,,HDHN_X33BJ2759
,X88BU6362,10.12,,26,,HDHN_X88BU6362
,X07CJ7227,69.8,,11,,HDHN_X07CJ7227
,X34CJ2819,64.38,,17,,HDHN_X34CJ2819
,X17SL1606,8.27,,7,,HDHN_X17SL1606
,X17BU7502,5.73,,12,,HDHN_X17BU7502
,X17CA0618,86.85,,14,,HDHN_X17CA0618
,X50CJ7049,120.82,,23,,HDHN_X50CJ7049
,X17LA0605,19.37,,2,,HDHN_X17LA0605
,X17CA0646,55.83,,22,,HDHN_X17CA0646
,X17BJ6832,11.45,,18,,HDHN_X17BJ6832
,X88BU4638,15.33,,22,,HDHN_X88BU4638
,X17SL1625,9.23,,9,,HDHN_X17SL1625
,X50CJ6925,37.3,,1,,HDHN_X50CJ6925
,X13TE1447,11.01,,10,,HDHN_X13TE1447
,X50CJ4247,51.96,,12,,HDHN_X50CJ4247
,X17LA6955,29.62,,3,,HDHN_X17LA6955
,X17BJ7174,10.52,,20,,HDHN_X17BJ7174
,X95A02482,9.23,,10,,HDHN_X95A02482
,X15TE7402,12.46,,3,,HDHN_X15TE7402
,X50CJ4050,57.56,,4,,HDHN_X50CJ4050
,X50TE4187,9.74,,12,,HDHN_X50TE4187
,X13TE7525,37.48,,26,,HDHN_X13TE7525
,X50CA4106,28.47,,2,,HDHN_X50CA4106
,X32TR2606,8.83,,19,,HDHN_X32TR2606
,X50TE4133,9.29,,16,,HDHN_X50TE4133
,X32TE2650,9.72,,26,,HDHN_X32TE2650
,X50LA7044,27.53,,3,,HDHN_X50LA7044
,X33BJ2736,7.81,,4,,HDHN_X33BJ2736
,X15SL0477,10.44,,4,,HDHN_X15SL0477
,X15SL7751,31.78,,11,,HDHN_X15SL7751
,X17SL1644,9.72,,7,,HDHN_X17SL1644
,X15SL0465,12.89,,18,,HDHN_X15SL0465
,X30CA7673,75.52,,18,,HDHN_X30CA7673
,X30BJ7606,25.04,,3,,HDHN_X30BJ7606
,X15TE0386,7.18,,14,,HDHN_X15TE0386
,X15SL7729,15.79,,22,,HDHN_X15SL7729
,X88BU5332,5.89,,36,,HDHN_X88BU5332
,X88BU5630,7.58,,5,,HDHN_X88BU5630
,X88BU5437,11.65,,18,,HDHN_X88BU5437
,X88BU5533,10.75,,22,,HDHN_X88BU5533
,X15SL0453,22.19,,13,,HDHN_X15SL0453
,X88BU7418,13.14,,13,,HDHN_X88BU7418
,X15CJ7080,39.56,,1,,HDHN_X15CJ7080
,X15CJ6600,69.7,,3,,HDHN_X15CJ6600
,X88BU7291,15.29,,14,,HDHN_X88BU7291
,X15SL0418,11.81,,16,,HDHN_X15SL0418
,X88BU5505,6.63,,22,,HDHN_X88BU5505
,X88BU5276,9.26,,18,,HDHN_X88BU5276
,X18TR1866,8.53,,18,,HDHN_X18TR1866
,X18LA6659,29.13,,21,,HDHN_X18LA6659
,X09CA1359,67.56,,13,,HDHN_X09CA1359
,X18TE1690,10.1,,4,,HDHN_X18TE1690
,X15TR7539,66.56,,1,,HDHN_X15TR7539
,X15TE0451,13.63,,1,,HDHN_X15TE0451
,X15TE0558,6.45,,16,,HDHN_X15TE0558
,X15TE0424,7.85,,15,,HDHN_X15TE0424
,X17TR0662,8.12,,1,,HDHN_X17TR0662
,X17CJ0614,37.18,,12,,HDHN_X17CJ0614
,X09TR0018,9.29,,19,,HDHN_X09TR0018
,X07TR0063,9.26,,7,,HDHN_X07TR0063
,X17TE0639,8.74,,2,,HDHN_X17TE0639
,X17BJ0034,8.16,,14,,HDHN_X17BJ0034
,X17TR0635,6.21,,26,,HDHN_X17TR0635
,X07BJ7465,16.28,,15,,HDHN_X07BJ7465
,X17TE1597,8.19,,1,,HDHN_X17TE1597
,X09TR6542,10.88,,21,,HDHN_X09TR6542
,X17SL0597,8.74,,3,,HDHN_X17SL0597
,X17TR0595,7.82,,6,,HDHN_X17TR0595
,X15TR7755,7.82,,26,,HDHN_X15TR7755
,X07BJ6888,13.41,,23,,HDHN_X07BJ6888
,X17BJ1641,14.73,,10,,HDHN_X17BJ1641
,X15TR0171,9.11,,1,,HDHN_X15TR0171
,X13BJ7599,11.73,,22,,HDHN_X13BJ7599
,X18CJ1870,73.51,,28,,HDHN_X18CJ1870
,X17BJ0668,8.38,,8,,HDHN_X17BJ0668
,X13CJ1451,54.03,,4,,HDHN_X13CJ1451
,X09TE6546,12.21,,4,,HDHN_X09TE6546
,X13CJ1475,44.39,,10,,HDHN_X13CJ1475
,X07BJ7595,13.58,,26,,HDHN_X07BJ7595
,X13CJ7266,61.06,,11,,HDHN_X13CJ7266
,X07BJ7018,18.34,,11,,HDHN_X07BJ7018
,X07TE0077,10.04,,7,,HDHN_X07TE0077
,X07CJ1163,47.4,,2,,HDHN_X07CJ1163
,X07CJ1183,59.63,,13,,HDHN_X07CJ1183
,X07TR1181,9.39,,3,,HDHN_X07TR1181
,X13TE0069,8.66,,27,,HDHN_X13TE0069
,X13TR1466,9.45,,27,,HDHN_X13TR1466
,X89KT1102,215.13,,43,,HDHN_X89KT1102
,X13TR7528,32.08,,22,,HDHN_X13TR7528
,X25TE2096,8.2,,24,,HDHN_X25TE2096
,X36CA7682,188.87,,13,,HDHN_X36CA7682
,X50BJ4190,15.35,,20,,HDHN_X50BJ4190
,X53TE4561,10.45,,14,,HDHN_X53TE4561
,X52CJ4270,147.91,,17,,HDHN_X52CJ4270
,X25SL2138,12.75,,20,,HDHN_X25SL2138
,X52BJ4313,7.3,,28,,HDHN_X52BJ4313
,X49TE3917,6.77,,13,,HDHN_X49TE3917
,X25SL2126,16.17,,22,,HDHN_X25SL2126
,X39CJ7113,78.82,,24,,HDHN_X39CJ7113
,X36TE2881,8.25,,8,,HDHN_X36TE2881
,X52LA4273,26.74,,17,,HDHN_X52LA4273
,X53TE4509,6.3,,6,,HDHN_X53TE4509
,X52CJ4420,63.79,,8,,HDHN_X52CJ4420
,X36CJ7200,66.24,,13,,HDHN_X36CJ7200
,X52LA4398,29.93,,92,,HDHN_X52LA4398
,X36SL2932,15.97,,11,,HDHN_X36SL2932
,X34SL2817,6.88,,18,,HDHN_X34SL2817
,X43CA3780,91.96,,2,,HDHN_X43CA3780
,X25SL2088,15.43,,23,,HDHN_X25SL2088
,X53CA4576,98.77,,26,,HDHN_X53CA4576
,X53TE4577,9.69,,16,,HDHN_X53TE4577
,X50BJ4015,13.3,,6,,HDHN_X50BJ4015
,X36TE3050,9.45,,14,,HDHN_X36TE3050
,X53CJ4544,45.77,,15,,HDHN_X53CJ4544
,X53SL0019,11.26,,17,,HDHN_X53SL0019
,X36CJ2958,67.72,,10,,HDHN_X36CJ2958
,X49CJ3959,54.15,,16,,HDHN_X49CJ3959
,X50TR7641,9.55,,22,,HDHN_X50TR7641
,X36TE2942,6.5,,26,,HDHN_X36TE2942
,X53CA4564,93.38,,20,,HDHN_X53CA4564
,X25SL2106,14.13,,13,,HDHN_X25SL2106
,X36TE3043,9.17,,9,,HDHN_X36TE3043
,X50TR6695,9.87,,12,,HDHN_X50TR6695
,X33SL0007,8.44,,22,,HDHN_X33SL0007
,X43TR3775,10.24,,6,,HDHN_X43TR3775
,X36TE2850,10.69,,22,,HDHN_X36TE2850
,X41TE3536,8.91,,15,,HDHN_X41TE3536
,X43CJ3779,95.88,,1,,HDHN_X43CJ3779
,X25LA2133,23.15,,14,,HDHN_X25LA2133
,X18CA1786,54.13,,16,,HDHN_X18CA1786
,X18SL1693,9.99,,21,,HDHN_X18SL1693
,X23SL1972,8.18,,22,,HDHN_X23SL1972
,X47TR3855,6.79,,19,,HDHN_X47TR3855
,X31TR2213,11.64,,23,,HDHN_X31TR2213
,X23TR1999,10.35,,17,,HDHN_X23TR1999
,X17TR1679,8.99,,27,,HDHN_X17TR1679
,X31CA7325,41.87,,3,,HDHN_X31CA7325
,X18TR1711,8.32,,13,,HDHN_X18TR1711
,X25CJ2125,157.29,,4,,HDHN_X25CJ2125
,X36CJ3022,132.88,,15,,HDHN_X36CJ3022
,X37SL3164,13.26,,9,,HDHN_X37SL3164
,X30SL7100,9.25,,10,,HDHN_X30SL7100
,X31CA2194,109.53,,17,,HDHN_X31CA2194
,X23SL1954,10.39,,2,,HDHN_X23SL1954
,X33SL2744,10.55,,13,,HDHN_X33SL2744
,X18CA1767,56.1,,15,,HDHN_X18CA1767
,X39TE6744,20.28,,12,,HDHN_X39TE6744
,X25CJ2148,104.83,,8,,HDHN_X25CJ2148
,X36TR2948,8.85,,25,,HDHN_X36TR2948
,X39SL6345,11.99,,21,,HDHN_X39SL6345
,X47SL7042,14.02,,13,,HDHN_X47SL7042
,X39SL6767,14.29,,28,,HDHN_X39SL6767
,X25CJ2102,133.6,,12,,HDHN_X25CJ2102
,X37CJ3196,90.86,,14,,HDHN_X37CJ3196
,X39SL3423,13.87,,14,,HDHN_X39SL3423
,X31CA2224,60.29,,9,,HDHN_X31CA2224
,X45CA3832,50.43,,24,,HDHN_X45CA3832
,X18BJ1702,8.69,,35,,HDHN_X18BJ1702
,X23TE0083,10.88,,15,,HDHN_X23TE0083
,X39TR6763,9.6,,3,,HDHN_X39TR6763
,X31CL2188,77.14,,40,,HDHN_X31CL2188
,X30SL6803,13.87,,9,,HDHN_X30SL6803
,X23TE1958,8.38,,10,,HDHN_X23TE1958
,X36TR0036,7.34,,1,,HDHN_X36TR0036
,X18SL1714,9.18,,18,,HDHN_X18SL1714
,X31TE6732,13.52,,14,,HDHN_X31TE6732
,X49CJ3920,79,,11,,HDHN_X49CJ3920
,X23TR2058,7.27,,21,,HDHN_X23TR2058
,X25CJ7672,97.38,,12,,HDHN_X25CJ7672
,X31TR2448,9.87,,20,,HDHN_X31TR2448
,X05CK0909,83.5,,16,,HDHN_X05CK0909
,X52TA4264,23.46,,15,,HDHN_X52TA4264
,X32LA2620,22.53,,13,,HDHN_X32LA2620
,X33LA2737,13.38,,17,,HDHN_X33LA2737
,X05TR0878,12.21,,33,,HDHN_X05TR0878
,X31TR2394,10.83,,21,,HDHN_X31TR2394
,X07SL6821,15.89,,8,,HDHN_X07SL6821
,X33BK7463,21.6,,24,,HDHN_X33BK7463
,X52BJ4396,15.3,,27,,HDHN_X52BJ4396
,X30SL2169,8.19,,2,,HDHN_X30SL2169
,X52SL4392,11.38,,28,,HDHN_X52SL4392
,X07SL7064,10.85,,4,,HDHN_X07SL7064
,X05CR1014,149.1,,1,,HDHN_X05CR1014
,X33LA0023,14.9,,5,,HDHN_X33LA0023
,X32SL2642,7.53,,11,,HDHN_X32SL2642
,X30SL6716,14.76,,6,,HDHN_X30SL6716
,X05CJ6470,48.51,,20,,HDHN_X05CJ6470
,X52SL4360,10.36,,32,,HDHN_X52SL4360
,X33CJ2740,45.5,,7,,HDHN_X33CJ2740
,X05CJ1117,81.41,,15,,HDHN_X05CJ1117
,X05CJ1050,45.07,,12,,HDHN_X05CJ1050
,X05CJ1111,58.18,,8,,HDHN_X05CJ1111
,X05CJ0981,76.41,,53,,HDHN_X05CJ0981
,X05CJ1012,44.9,,22,,HDHN_X05CJ1012
,X05CJ0949,34.27,,10,,HDHN_X05CJ0949
,X05CJ1000,44.31,,18,,HDHN_X05CJ1000
,X07SL6488,10.32,,20,,HDHN_X07SL6488
,X05CJ1078,74.69,,19,,HDHN_X05CJ1078
,X05CJ1029,42.26,,13,,HDHN_X05CJ1029
,X05CJ1083,66.82,,31,,HDHN_X05CJ1083
,1548002,13.16,,1,,CNHX_1548002
,2991601,6.62,,36,,CNHX_2991601
,2974301,40.6,,11,,CNHX_2974301
,1454101,3.78,,18,,CNHX_1454101
,2167201,172.89,,47,,CNHX_2167201
,2949902,21.6,,9,,CNHX_2949902
,2931801,8.63,,67,,CNHX_2931801
,2275501,28.74,,12,,CNHX_2275501
,2123601,11.49,,35,,CNHX_2123601
,2712302,10.31,,7,,CNHX_2712302
,1053101,16.07,,18,,CNHX_1053101
,1797801,65.94,,10,,CNHX_1797801
,2708702,47.12,,23,,CNHX_2708702
,2712601,10.4,,13,,CNHX_2712601
,2661901,6.39,,25,,CNHX_2661901
,2662301,5.79,,7,,CNHX_2662301
,2710801,46.17,,40,,CNHX_2710801
,2712401,11.57,,6,,CNHX_2712401
,1022201,14.31,,2,,CNHX_1022201
,2537702,32.05,,4,,CNHX_2537702
,2714801,13.32,,20,,CNHX_2714801
,2713201,7.68,,2,,CNHX_2713201
,1055001,26.84,,13,,CNHX_1055001
,1101101,40.79,,9,,CNHX_1101101
,2719101,8.21,,16,,CNHX_2719101
,1064401,13.59,,41,,CNHX_1064401
,2057801,27.33,,19,,CNHX_2057801
,1099002,24.57,,10,,CNHX_1099002
,1051702,9.52,,17,,CNHX_1051702
,3072401,3.48,,67,,CNHX_3072401
,1643103,18.47,,1,,CNHX_1643103
,1100601,47.2,,1,,CNHX_1100601
,2102501,35.35,,5,,CNHX_2102501
